LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,CLASSTYPE,LONG_COMMON_NAME
43863-0,Benzthiazide,Presence or Threshold,24 hours,Urine,Ord,"",Drug toxicology,1,Benzthiazide [Presence] in 24 hour Urine
43864-8,Blastomyces dermatitidis IgG,Presence or Threshold,Point in time (spot),Cerebral spinal fluid,Ord,IA,Microbiology,1,Blastomyces dermatitidis IgG Ab [Presence] in Cerebral spinal fluid by Immunoassay
43865-5,Blastomyces dermatitidis IgG,Presence or Threshold,Point in time (spot),Serum,Ord,IA,Microbiology,1,Blastomyces dermatitidis IgG Ab [Presence] in Serum by Immunoassay
43866-3,Bartonella sp Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Bartonella sp Ab [Presence] in Serum
43867-1,Beta-2 transferrin,Presence or Threshold,Point in time (spot),Serum,Ord,"",Chemistry - non-challenge,1,Beta-2 transferrin [Presence] in Serum
43868-9,Chlamydophila psittaci IgG,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Chlamydophila psittaci IgG Ab [Presence] in Serum
4386-9,Perphenazine,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,Perphenazine [Mass] of Dose
43869-7,Antithrombin Ag,Presence or Threshold,Point in time (spot),Platelet poor plasma,Ord,IA,Coagulation,1,Antithrombin Ag [Presence] in Platelet poor plasma by Immunoassay
43870-5,Aspergillus sp Ab,Presence or Threshold,Point in time (spot),Serum,Ord,Comp fix,Microbiology,1,Aspergillus sp Ab [Presence] in Serum by Complement fixation
43871-3,Aspergillus sp IgA,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Aspergillus sp IgA Ab [Presence] in Serum
43872-1,Aspergillus sp IgG,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Aspergillus sp IgG Ab [Presence] in Serum
43873-9,Aspergillus sp IgM,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Aspergillus sp IgM Ab [Presence] in Serum
43874-7,Influenza virus A Ag,Presence or Threshold,Point in time (spot),Nasopharynx,Ord,"",Microbiology,1,Influenza virus A Ag [Presence] in Nasopharynx
43875-4,Basement membrane IgM,Presence or Threshold,Point in time (spot),Serum,Ord,"",Serology - non-micro,1,Basement membrane IgM Ab [Presence] in Serum
43876-2,Antimony,Presence or Threshold,24 hours,Urine,Ord,"",Drug toxicology,1,Antimony [Presence] in 24 hour Urine
4387-7,Phenacetin,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,Phenacetin [Mass] of Dose
43877-0,Bile acid,Presence or Threshold,Point in time (spot),Serum,Ord,"",Chemistry - non-challenge,1,Bile acid [Presence] in Serum
43878-8,Bismuth,Presence or Threshold,24 hours,Urine,Ord,"",Drug toxicology,1,Bismuth [Presence] in 24 hour Urine
43879-6,Bordetella parapertussis,Presence or Threshold,Point in time (spot),Nasopharynx,Ord,Organism specific culture,Microbiology,1,Bordetella parapertussis [Presence] in Nasopharynx by Organism specific culture
43880-4,Bordetella pertussis filamentous hemagglutinin IgA,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Bordetella pertussis filamentous hemagglutinin IgA Ab [Presence] in Serum
43881-2,Bordetella pertussis filamentous hemagglutinin IgG,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Bordetella pertussis filamentous hemagglutinin IgG Ab [Presence] in Serum
43882-0,Bordetella pertussis filamentous hemagglutinin IgM,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Bordetella pertussis filamentous hemagglutinin IgM Ab [Presence] in Serum
43883-8,Ampicillin,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Drug toxicology,1,Ampicillin [Presence] in Serum or Plasma
43884-6,Ampicillin,Presence or Threshold,Point in time (spot),Urine,Ord,"",Drug toxicology,1,Ampicillin [Presence] in Urine
4388-5,Phenazocine,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,Phenazocine [Mass] of Dose
43885-3,Beryllium,Presence or Threshold,Point in time (spot),XXX,Ord,"",Drug toxicology,1,Beryllium [Presence] in Specimen
43886-1,Bismuth,Presence or Threshold,Point in time (spot),XXX,Ord,"",Drug toxicology,1,Bismuth [Presence] in Specimen
43887-9,Bilirubin,Presence or Threshold,Point in time (spot),Amniotic fluid,Ord,Direct spectrophotometry,Chemistry - non-challenge,1,Bilirubin.total [Presence] in Amniotic fluid by Spectrophotometry direct
43888-7,Bile acid,Presence or Threshold,Point in time (spot),Bile fluid,Ord,"",Chemistry - non-challenge,1,Bile acid [Presence] in Bile fluid
43889-5,Bile acid,Presence or Threshold,Point in time (spot),Urine,Ord,"",Chemistry - non-challenge,1,Bile acid [Presence] in Urine
43890-3,Bordetella pertussis,Presence or Threshold,Point in time (spot),Sputum,Ord,Organism specific culture,Microbiology,1,Bordetella pertussis [Presence] in Sputum by Organism specific culture
43891-1,Bordetella pertussis Ag,Presence or Threshold,Point in time (spot),Sputum,Ord,IF,Microbiology,1,Bordetella pertussis Ag [Presence] in Sputum by Immunofluorescence
43892-9,Borate,Presence or Threshold,Point in time (spot),Blood,Ord,"",Drug toxicology,1,Borate [Presence] in Blood
4389-3,Phencyclidine,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,Phencyclidine [Mass] of Dose
43893-7,Babesia microti IgG,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Babesia microti IgG Ab [Presence] in Serum
43894-5,Bismuth,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Drug toxicology,1,Bismuth [Presence] in Serum or Plasma
43895-2,Influenza virus B Ag,Presence or Threshold,Point in time (spot),Nasopharynx,Ord,"",Microbiology,1,Influenza virus B Ag [Presence] in Nasopharynx
43896-0,Bordetella pertussis,Presence or Threshold,Point in time (spot),Pleural fluid,Ord,Organism specific culture,Microbiology,1,Bordetella pertussis [Presence] in Pleural fluid by Organism specific culture
43897-8,Baclofen,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Drug toxicology,1,Baclofen [Presence] in Serum or Plasma
43898-6,Beta hydroxybutyrate,Presence or Threshold,24 hours,Urine,Ord,"",Chemistry - non-challenge,1,Beta hydroxybutyrate [Presence] in 24 hour Urine
43899-4,Beta lipotropin,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Chemistry - non-challenge,1,Beta lipotropin [Presence] in Serum or Plasma
439-0,Rosoxacin,Susceptibility (microorganisms),Point in time (spot),Isolate,Qn,MLC,Antibiotic susceptibilities,1,Rosoxacin [Susceptibility] by Minimum lethal concentration (MLC)
43900-0,Blastomyces dermatitidis Ab,Presence or Threshold,Point in time (spot),Cerebral spinal fluid,Ord,Comp fix,Microbiology,1,Blastomyces dermatitidis Ab [Presence] in Cerebral spinal fluid by Complement fixation
4390-1,Phendimetrazine,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,Phendimetrazine [Mass] of Dose
43901-8,Barium,Presence or Threshold,24 hours,Urine,Ord,"",Drug toxicology,1,Barium [Presence] in 24 hour Urine
43902-6,Azinphos-methyl,Presence or Threshold,Point in time (spot),Blood,Ord,"",Drug toxicology,1,Azinphos-methyl [Presence] in Blood
43903-4,Azinphos-methyl,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Drug toxicology,1,Azinphos-methyl [Presence] in Serum or Plasma
43904-2,Azinphos-methyl,Presence or Threshold,Point in time (spot),Urine,Ord,"",Drug toxicology,1,Azinphos-methyl [Presence] in Urine
43905-9,Arbovirus IgG,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Arbovirus IgG Ab [Presence] in Serum
43906-7,Anserine,Presence or Threshold,Point in time (spot),Urine,Ord,"",Chemistry - non-challenge,1,Anserine [Presence] in Urine
43907-5,Argininosuccinate,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Chemistry - non-challenge,1,Argininosuccinate [Presence] in Serum or Plasma
43908-3,Avian encephalomyelitis virus Ab,Presence or Threshold,Point in time (spot),Cerebral spinal fluid,Ord,"",Microbiology,1,Avian encephalomyelitis virus Ab [Presence] in Cerebral spinal fluid
43909-1,Bordetella pertussis Ag,Presence or Threshold,Point in time (spot),Nasopharynx,Ord,"",Microbiology,1,Bordetella pertussis Ag [Presence] in Nasopharynx
43910-9,Ascaris sp IgM,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Ascaris sp IgM Ab [Presence] in Serum
43911-7,Aspergillus versicolor Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Allergy,1,Aspergillus versicolor Ab [Presence] in Serum
43912-5,Bisacodyl,Presence or Threshold,Point in time (spot),Urine,Ord,"",Drug toxicology,1,Bisacodyl [Presence] in Urine
43913-3,Bordetella pertussis DNA,Presence or Threshold,Point in time (spot),Nasopharynx,Ord,Probe.amp.tar,Microbiology,1,Bordetella pertussis DNA [Presence] in Nasopharynx by NAA with probe detection
43914-1,Beta 2 glycoprotein 1 IgG,Presence or Threshold,Point in time (spot),Serum,Ord,"",Coagulation,1,Beta 2 glycoprotein 1 IgG Ab [Presence] in Serum
43915-8,Beta 2 glycoprotein 1 IgA,Presence or Threshold,Point in time (spot),Serum,Ord,"",Coagulation,1,Beta 2 glycoprotein 1 IgA Ab [Presence] in Serum
43916-6,Beta 2 glycoprotein 1 IgM,Presence or Threshold,Point in time (spot),Serum,Ord,"",Coagulation,1,Beta 2 glycoprotein 1 IgM Ab [Presence] in Serum
43917-4,Benzene,Presence or Threshold,Point in time (spot),Urine,Ord,"",Drug toxicology,1,Benzene [Presence] in Urine
43918-2,Babesia microti Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Babesia microti Ab [Presence] in Serum
4391-9,Pheniramine,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,Pheniramine [Mass] of Dose
43919-0,Beta-2-Microglobulin,Presence or Threshold,Point in time (spot),Cerebral spinal fluid,Ord,"",Chemistry - non-challenge,1,Beta-2-Microglobulin [Presence] in Cerebral spinal fluid
43920-8,Bartonella sp IgG,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Bartonella sp IgG Ab [Presence] in Serum
43921-6,Bartonella sp IgM,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Bartonella sp IgM Ab [Presence] in Serum
43922-4,Beta endorphin,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Chemistry - non-challenge,1,Beta endorphin [Presence] in Serum or Plasma
43923-2,Beta hydroxybutyrate,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Chemistry - non-challenge,1,Beta hydroxybutyrate [Presence] in Serum or Plasma
43924-0,azaTHIOprine,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Drug toxicology,1,azaTHIOprine [Presence] in Serum or Plasma
43925-7,Bordetella parapertussis,Presence or Threshold,Point in time (spot),XXX,Ord,Organism specific culture,Microbiology,1,Bordetella parapertussis [Presence] in Specimen by Organism specific culture
43926-5,Babesia sp Ab,Presence or Threshold,Point in time (spot),Serum,Ord,"",Microbiology,1,Babesia sp Ab [Presence] in Serum
4392-7,Phenmetrazine,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,Phenmetrazine [Mass] of Dose
43927-3,Arginine,Presence or Threshold,Point in time (spot),DBS,Ord,"",Chemistry - non-challenge,1,Arginine [Presence] in DBS
43928-1,Coxiella burnetii phase 2 IgM,Presence or Threshold,Point in time (spot),Serum,Ord,IF,Microbiology,1,Coxiella burnetii phase 2 IgM Ab [Presence] in Serum by Immunofluorescence
43929-9,Anthraquinone,Mass Concentration,Point in time (spot),Urine,Qn,"",Drug toxicology,1,Anthraquinone [Mass/volume] in Urine
43930-7,Yersinia enterocolitica Ab,Presence or Threshold,Point in time (spot),Cerebral spinal fluid,Ord,"",Microbiology,1,Yersinia enterocolitica Ab [Presence] in Cerebral spinal fluid
43931-5,California encephalitis virus Ab,Titer,Point in time (spot),Serum,Qn,"",Microbiology,1,California encephalitis virus Ab [Titer] in Serum
43932-3,Rheumatoid factor,Titer,Point in time (spot),Body fluid,Qn,"",Serology - non-micro,1,Rheumatoid factor [Titer] in Body fluid
43933-1,Cathine,Mass Content,Point in time (spot),Meconium,Qn,"",Drug toxicology,1,Cathine [Mass/mass] in Meconium
43934-9,Amphetamines,Mass Content,Point in time (spot),Meconium,Qn,Confirm,Drug toxicology,1,Amphetamines [Mass/mass] in Meconium by Confirmatory method
4393-5,PHENobarbital,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,PHENobarbital [Mass] of Dose
43935-6,Cells.CD55/100 cells,Number Fraction,Point in time (spot),Body fluid,Qn,"",Cell markers,1,CD55 cells/100 cells in Body fluid
43936-4,Cells.CD55/100 cells,Number Fraction,Point in time (spot),Tissue and Smears,Qn,"",Cell markers,1,CD55 cells/100 cells in Tissue
43937-2,Cells.CD59/100 cells,Number Fraction,Point in time (spot),Tissue and Smears,Qn,"",Cell markers,1,CD59 cells/100 cells in Tissue
43938-0,Cells.CD59/100 cells,Number Fraction,Point in time (spot),Body fluid,Qn,"",Cell markers,1,CD59 cells/100 cells in Body fluid
43939-8,Alkaline phosphatase.liver,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Chemistry - non-challenge,1,Alkaline phosphatase.liver [Presence] in Serum or Plasma
43940-6,Kappa light chains.free,Mass Concentration,24 hours,Urine,Qn,"",Chemistry - non-challenge,1,Kappa light chains.free [Mass/volume] in 24 hour Urine
43941-4,Agrostis stolonifera Ab.IgE/IgE.total,Arbitrary fraction,Point in time (spot),Serum,Qn,"",Allergy,1,Red top grass IgE Ab/IgE total in Serum
43942-2,Insulin Free,Mass Concentration,Point in time (spot),Serum or Plasma,Qn,"",Chemistry - non-challenge,1,Insulin Free [Mass/volume] in Serum or Plasma
4394-3,Phenothiazines,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,Phenothiazines [Mass] of Dose
43943-0,Cat epithelium Ab.IgE,Ratio,Point in time (spot),Serum,Qn,"",Allergy,1,Deprecated Cat epithelium IgE Ab [Ratio] in Serum
43944-8,Cells.CD4+CD45+/100 cells,Number Fraction,Point in time (spot),Bone marrow,Qn,"",Cell markers,1,CD4+CD45+ cells/100 cells in Bone marrow
43945-5,Cells.CD4+CD45RO+/100 cells,Number Fraction,Point in time (spot),Body fluid,Qn,"",Cell markers,1,CD4+CD45RO+ cells/100 cells in Body fluid
43946-3,Cells.CD4+CD45RO+/100 cells,Number Fraction,Point in time (spot),Cerebral spinal fluid,Qn,"",Cell markers,1,CD4+CD45RO+ cells/100 cells in Cerebral spinal fluid
43947-1,Cells.CD4+CD45+/100 cells,Number Fraction,Point in time (spot),Tissue and Smears,Qn,"",Cell markers,1,CD4+CD45+ cells/100 cells in Tissue
43948-9,Cells.CD4+CD45RO+/100 cells,Number Fraction,Point in time (spot),XXX,Qn,"",Cell markers,1,CD4+CD45RO+ cells/100 cells in Specimen
43949-7,CD2 cells,Number Concentration,Point in time (spot),Cerebral spinal fluid,Qn,"",Cell markers,1,CD2 cells [#/volume] in Cerebral spinal fluid
4395-0,Phensuximide,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,Phensuximide [Mass] of Dose
43950-5,CD2 cells,Number Concentration,Point in time (spot),Body fluid,Qn,"",Cell markers,1,CD2 cells [#/volume] in Body fluid
43951-3,CD2 cells,Number Concentration,Point in time (spot),Tissue and Smears,Qn,"",Cell markers,1,CD2 cells [#/volume] in Tissue
43952-1,CD4+CD45RO+ cells,Number Concentration,Point in time (spot),Bone marrow,Qn,"",Cell markers,1,CD4+CD45RO+ cells [#/volume] in Bone marrow
43953-9,CD4+CD45RO+ cells,Number Concentration,Point in time (spot),Cerebral spinal fluid,Qn,"",Cell markers,1,CD4+CD45RO+ cells [#/volume] in Cerebral spinal fluid
43954-7,CD4+CD45RO+ cells,Number Concentration,Point in time (spot),Body fluid,Qn,"",Cell markers,1,CD4+CD45RO+ cells [#/volume] in Body fluid
43955-4,CD4+CD45RO+ cells,Number Concentration,Point in time (spot),Tissue and Smears,Qn,"",Cell markers,1,CD4+CD45RO+ cells [#/volume] in Tissue
43956-2,CD4+CD45RO+ cells,Number Concentration,Point in time (spot),XXX,Qn,"",Cell markers,1,CD4+CD45RO+ cells [#/volume] in Specimen
43957-0,CD3+HLA-DR+ cells,Number Concentration,Point in time (spot),Bone marrow,Qn,"",Cell markers,1,CD3+HLA-DR+ cells [#/volume] in Bone marrow
43958-8,CD3+HLA-DR+ cells,Number Concentration,Point in time (spot),Cerebral spinal fluid,Qn,"",Cell markers,1,CD3+HLA-DR+ cells [#/volume] in Cerebral spinal fluid
43959-6,CD3+HLA-DR+ cells,Number Concentration,Point in time (spot),Body fluid,Qn,"",Cell markers,1,CD3+HLA-DR+ cells [#/volume] in Body fluid
43960-4,CD3+HLA-DR+ cells,Number Concentration,Point in time (spot),Tissue and Smears,Qn,"",Cell markers,1,CD3+HLA-DR+ cells [#/volume] in Tissue
43961-2,CD3+HLA-DR+ cells,Number Concentration,Point in time (spot),XXX,Qn,"",Cell markers,1,CD3+HLA-DR+ cells [#/volume] in Specimen
43962-0,Cells.CD4+CD45RA+/100 cells,Number Fraction,Point in time (spot),Bone marrow,Qn,"",Cell markers,1,CD4+CD45RA+ cells/100 cells in Bone marrow
43963-8,Cells.CD4+CD45RA+/100 cells,Number Fraction,Point in time (spot),Cerebral spinal fluid,Qn,"",Cell markers,1,CD4+CD45RA+ cells/100 cells in Cerebral spinal fluid
43964-6,Cells.CD4+CD45RA+/100 cells,Number Fraction,Point in time (spot),Body fluid,Qn,"",Cell markers,1,CD4+CD45RA+ cells/100 cells in Body fluid
43965-3,Cells.CD4+CD45RA+/100 cells,Number Fraction,Point in time (spot),Tissue and Smears,Qn,"",Cell markers,1,CD4+CD45RA+ cells/100 cells in Tissue
43966-1,Cells.CD4+CD45RA+/100 cells,Number Fraction,Point in time (spot),XXX,Qn,"",Cell markers,1,CD4+CD45RA+ cells/100 cells in Specimen
43967-9,Cells.CD3+CD25+/100 cells,Number Fraction,Point in time (spot),Cerebral spinal fluid,Qn,"",Cell markers,1,CD3+CD25+ cells/100 cells in Cerebral spinal fluid
4396-8,Phentermine,Mass,Point in time (spot),Dose,Qn,"",Drug doses,1,Phentermine [Mass] of Dose
43968-7,Cells.CD3+HLA-DR+/100 cells,Number Fraction,Point in time (spot),Cerebral spinal fluid,Qn,"",Cell markers,1,CD3+HLA-DR+ cells/100 cells in Cerebral spinal fluid
43969-5,CD3+CD25+ cells,Number Concentration,Point in time (spot),Tissue and Smears,Qn,"",Cell markers,1,CD3+CD25+ cells [#/volume] in Tissue
43970-3,Cells.CD3+CD4+/100 cells,Number Fraction,Point in time (spot),Cerebral spinal fluid,Qn,"",Cell markers,1,CD3+CD4+ (T4 helper) cells/100 cells in Cerebral spinal fluid
43971-1,Cells.CD3+CD8+/100 cells,Number Fraction,Point in time (spot),Cerebral spinal fluid,Qn,"",Cell markers,1,CD3+CD8+ (T8 suppressor) cells/100 cells in Cerebral spinal fluid
